, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
26868,22,11395620,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,417.090075,4.650909735,219146.5385,597540.2152,2284064,3,9229403,461470.15,827848.8159,2332610,500,11400000,367597.7419,742090.7944,2284064,3,0,0,0,0,680,1032,1.842813291,2.808096444,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26869,50762,375130,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.997227628,187565.0,265237.1678,375116,14,375130,375130.0,0.0,375130,375130,0,0.0,0.0,0,0,0,0,0,0,40,20,5.331485085,2.665742543,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,1,0,2440,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26870,22,69,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14492.75362,14492.75362,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26871,53,50687,1,1,44,300,44,44,44.0,0.0,300,300,300.0,0.0,6786.750054,39.45784915,50687.0,0.0,50687,50687,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.72892458,19.72892458,44,300,129.3333333,147.8016689,21845.33333,0,0,0,0,0,0,0,0,1,194.0,44.0,300.0,20,0,0,0,0,0,0,1,44,1,300,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26872,21,8748203,9,15,106,188,23,0,11.77777778,9.417772796,34,0,12.53333333,14.54975045,33.6069019,2.743420563,380356.6522,986041.9378,3088482,3,5876123,734515.375,1356754.082,3131088,220,8748085,624863.2143,1216912.376,3088482,3,0,0,0,0,296,488,1.028782711,1.714637852,0,34,11.76,12.61705195,159.19,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26873,53,77697,2,2,62,118,31,31,31.0,0.0,59,59,59.0,0.0,2316.691764,51.4820392,25899.0,44775.24543,77601,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,40,25.7410196,25.7410196,31,59,42.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,52.75,31.0,59.0,64,0,0,0,0,0,0,2,62,2,118,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26874,53,223707,4,2,148,262,37,37,37.0,0.0,131,131,131.0,0.0,1832.754451,26.82079685,44741.4,68979.22926,156721,2,156726,52242.0,90481.46816,156721,2,48,48.0,0.0,48,48,0,0,0,0,104,64,17.88053123,8.940265615,37,131,63.85714286,45.86730343,2103.809524,0,0,0,0,0,0,0,0,0,74.5,37.0,131.0,104,0,0,0,0,0,0,4,148,2,262,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26875,38156,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4380,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26876,8080,1029392,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48605002,5.828683339,205878.4,281005.889,515087,504,1028888,514444.0,1658.872509,515617,513271,1028440,514220.0,1938.886794,515591,512849,0,0,0,0,92,60,2.91434167,2.91434167,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,1
26877,21,9042580,9,15,113,188,30,0,12.55555556,10.66666667,34,0,12.53333333,14.54975045,33.28696014,2.654109778,393155.6522,1030781.865,3520780,3,6396325,799540.625,1491766.237,3565088,4,9042451,645889.3571,1273701.98,3520780,3,0,0,0,0,296,488,0.995291167,1.658818612,0,34,12.04,12.95016087,167.7066667,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26878,22,99,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20202.0202,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10101.0101,10101.0101,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26879,443,448799,7,8,650,7117,319,0,92.85714286,124.0677618,2920,0,889.625,1003.202292,17306.18829,33.42253436,32057.07143,60701.40562,145605,12,448715,74785.83333,78367.53321,147342,134,303385,43340.71429,71672.32503,150626,55,0,0,0,0,152,172,15.5971827,17.82535166,0,2920,485.4375,806.5848142,650579.0625,0,0,0,1,0,0,0,0,1,517.8,92.85714286,889.625,152,0,0,0,0,0,0,7,650,8,7117,8192,245,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26880,21,222,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63063.06306,13513.51351,111.0,59.39696962,153,69,222,222.0,0.0,222,222,0,0.0,0.0,0,0,1,0,0,0,64,20,9009.009009,4504.504505,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26881,443,90248255,50,72,3598,103149,1525,0,71.96,304.6749328,4380,0,1432.625,1079.515246,1182.815114,1.351826692,745853.3471,2611235.955,9997570,1,80900000,1650556.755,3730242.018,10000000,118,90200000,1270779.465,3327716.405,10000000,1,0,0,0,0,1012,1448,0.554027333,0.797799359,0,4380,867.8617886,1081.436865,1169505.694,0,0,0,1,0,0,0,0,1,874.9754098,71.96,1432.625,1012,0,0,0,0,0,0,50,3598,72,103149,8192,7970,12,20,110697.6667,262793.0382,811479,22862,9916886.222,214507.868,9997570,9347762,0
26882,22,13307643,22,31,2008,2745,640,0,91.27272727,138.1821372,976,0,88.5483871,223.315,357.1631731,3.982673716,255916.2115,691014.6759,2542285,2,11400000,544318.9048,984284.2525,2601271,416,13300000,443585.4,868231.9372,2542285,2,0,0,0,0,712,1000,1.653185316,2.3294884,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,91.27272727,88.5483871,712,0,0,0,0,0,0,22,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26883,53,91699384,2,2,134,293,72,62,67.0,7.071067812,149,144,146.5,3.535533906,4.65651983,0.043620795,30600000.0,52900000.0,91700000,446,91700000,91700000.0,0.0,91700000,91700000,91700000,91700000.0,0.0,91700000,91700000,0,0,0,0,60,60,0.021810397,0.021810397,62,149,97.8,44.67885406,1996.2,0,0,0,0,0,0,0,0,1,122.25,67.0,146.5,60,0,0,0,0,0,0,2,134,2,293,-1,-1,1,20,446.0,0.0,446,446,91700000.0,0.0,91700000,91700000,0
26884,58590,48,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26885,21,8637012,9,15,107,188,23,0,11.88888889,9.545214042,34,0,12.53333333,14.54975045,34.15533057,2.778738758,375522.2609,962721.6352,2986614,18,5606470,700808.75,1267539.013,2879748,247,8636921,616922.9286,1186645.257,2986614,44,0,0,0,0,296,488,1.042027034,1.736711724,0,34,11.8,12.64911064,160.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26886,21,9265710,9,15,113,188,26,0,12.55555556,10.35749863,34,0,12.53333333,14.54975045,32.48536809,2.590195463,402856.9565,1046934.915,3207596,1,6389046,798630.75,1477128.597,3250365,1,9265568,661826.2857,1292414.069,3207596,3,0,0,0,0,296,488,0.971323298,1.618872164,0,34,12.04,12.86623488,165.54,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26887,53,189,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1015873.016,21164.02116,63.0,68.08817812,137,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,10582.01058,10582.01058,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26888,123,101198,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,948.6353485,19.76323643,101198.0,0.0,101198,101198,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.881618214,9.881618214,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26889,22,11293212,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,420.8722904,4.69308466,217177.1538,597334.3418,2546706,3,9604381,480219.05,870499.464,2616944,422,11300000,364292.8387,742483.0214,2546706,3,0,0,0,0,680,1032,1.859524111,2.833560549,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26890,5355,408832,26,0,1092,0,42,42,42.0,0.0,0,0,0.0,0.0,2671.023795,63.59580463,16353.28,81760.15,408802,1,408832,16353.28,81760.15,408802,1,0,0.0,0.0,0,0,0,0,0,0,676,0,63.59580463,0.0,42,42,42.0,0.0,0.0,0,0,0,0,0,0,0,0,0,43.61538462,42.0,0.0,676,0,0,0,0,0,0,26,1092,0,0,-1,-1,25,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26891,443,5495755,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,32.93451036,1.091751725,1099151.0,2407539.201,5405690,3,5495755,1373938.75,2688129.241,5405690,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.909793104,0.181958621,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,253,8192,4,20,86306.0,0.0,86306,86306,5405690.0,0.0,5405690,5405690,0
26892,389,135,2,2,412,326,206,206,206.0,0.0,163,163,163.0,0.0,5466666.667,29629.62963,45.0,71.8818475,128,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,14814.81481,14814.81481,163,206,188.8,23.55206997,554.7,0,0,0,0,0,0,0,0,1,236.0,206.0,163.0,40,0,0,0,0,0,0,2,412,2,326,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26893,21,8942139,9,15,116,188,28,0,12.88888889,10.81023178,34,0,12.53333333,14.54975045,33.99634025,2.683921599,388788.6522,1013884.852,3300851,3,5599209,699901.125,1296148.154,2931223,223,8942026,638716.1429,1252090.474,3300851,3,0,0,0,0,296,488,1.006470599,1.677450999,0,34,12.16,12.99576854,168.89,0,0,0,1,0,0,0,0,1,12.66666667,12.88888889,12.53333333,296,0,0,0,0,0,0,9,116,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26894,53,47073,1,1,59,117,59,59,59.0,0.0,117,117,117.0,0.0,3738.873664,42.48720073,47073.0,0.0,47073,47073,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.24360037,21.24360037,59,117,78.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,117.5,59.0,117.0,32,0,0,0,0,0,0,1,59,1,117,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26895,443,195,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20512.82051,65.0,26.85144316,96,49,195,97.5,68.58935778,146,49,0,0.0,0.0,0,0,0,0,0,0,60,32,15384.61538,5128.205128,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,0,0,0,3,0,1,0,0,1073,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26896,36715,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,6955,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26897,8080,61973,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,5518.532264,112.9524148,10328.83333,24399.00015,60130,44,61973,20657.66667,35299.39371,61417,44,60779,30389.5,42059.41845,60130,649,0,0,0,0,92,72,64.54423701,48.40817775,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
26898,53,30954,2,2,86,214,43,43,43.0,0.0,107,107,107.0,0.0,9691.800737,129.2240098,10318.0,17866.10408,30948,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,64.61200491,64.61200491,43,107,68.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,85.75,43.0,107.0,40,0,0,0,0,0,0,2,86,2,214,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26899,21,251,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,55776.89243,11952.19124,125.5,51.61879503,162,89,251,251.0,0.0,251,251,0,0.0,0.0,0,0,1,0,0,0,64,20,7968.12749,3984.063745,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26900,21,8414120,9,15,104,188,22,0,11.55555556,9.153020145,34,0,12.53333333,14.54975045,34.70356971,2.852348196,365831.3043,959851.8022,3227855,3,5140369,642546.125,1199302.834,2875301,249,8414001,601000.0714,1186151.599,3227855,3,0,0,0,0,296,488,1.069630573,1.782717622,0,34,11.68,12.55229063,157.56,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26901,21,9245239,9,15,120,188,29,0,13.33333333,11.34680572,34,0,12.53333333,14.54975045,33.31444433,2.595930727,401966.913,1043069.938,3176789,3,6198046,774755.75,1431818.672,3221274,3,9245146,660367.5714,1287428.495,3176789,191,0,0,0,0,296,488,0.973474023,1.622456704,0,34,12.32,13.15839403,173.1433333,0,0,0,1,0,0,0,0,1,12.83333333,13.33333333,12.53333333,296,0,0,0,0,0,0,9,120,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26902,53,176,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1090909.091,22727.27273,58.66666667,63.67364709,127,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,11363.63636,11363.63636,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26903,21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26904,53,178,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1033707.865,22471.91011,59.33333333,97.57219549,172,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11235.95506,11235.95506,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,40,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26905,21,225,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,62222.22222,13333.33333,112.5,81.31727984,170,55,225,225.0,0.0,225,225,0,0.0,0.0,0,0,1,0,0,0,64,20,8888.888889,4444.444444,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26906,21,2,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,7000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26907,22,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26908,80,111884587,17,16,871,3925,430,0,51.23529412,142.5624992,1963,0,245.3125,592.9655098,42.86560042,0.294946792,3496393.344,4774675.677,10000000,92,102000000,6377558.875,4871858.347,10000000,149,112000000,7456891.667,4549222.922,11000000,900,0,0,0,0,352,452,0.151942287,0.143004505,0,1963,141.0588235,423.9162969,179705.0267,0,0,0,1,0,0,0,0,0,145.3333333,51.23529412,245.3125,352,0,0,0,0,0,0,17,871,16,3925,8192,980,13,20,203943.7,371534.5779,1025979,22906,10000000.0,3725.130311,10000000,9992655,0
26909,51027,1000023,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.999954001,1000023.0,0.0,1000023,1000023,1000023,1000023.0,0.0,1000023,1000023,0,0.0,0.0,0,0,0,0,0,0,40,0,1.999954001,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,5567,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26910,58424,4,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,114,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26911,4858,84,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,142857.1429,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
26912,53,197,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1076142.132,20304.56853,65.66666667,72.14106551,145,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,10152.28426,10152.28426,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26913,21,8928820,9,15,98,188,20,0,10.88888889,8.491826135,34,0,12.53333333,14.54975045,32.03110825,2.687925168,388209.5652,1016119.89,3372424,1,6433901,804237.625,1491395.117,3419557,3,8928733,637766.6429,1255356.0,3372424,1,0,0,0,0,296,488,1.007971938,1.67995323,0,34,11.44,12.40322539,153.84,0,0,0,1,0,0,0,0,1,11.91666667,10.88888889,12.53333333,296,0,0,0,0,0,0,9,98,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26914,53,60355,1,1,45,125,45,45,45.0,0.0,125,125,125.0,0.0,2816.668047,33.13727115,60355.0,0.0,60355,60355,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.56863557,16.56863557,45,125,71.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,107.5,45.0,125.0,32,0,0,0,0,0,0,1,45,1,125,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26915,8080,64265,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5306.154205,108.9239866,10710.83333,25244.85237,62238,50,64265,21421.66667,36456.04208,63516,69,62830,31415.0,43590.30463,62238,592,0,0,0,0,92,72,62.24227807,46.68170855,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
26916,80,9084,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,220.1673272,9084.0,0.0,9084,9084,9084,9084.0,0.0,9084,9084,0,0.0,0.0,0,0,0,0,0,0,40,0,220.1673272,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26917,53,146662,2,2,58,162,29,29,29.0,0.0,81,81,81.0,0.0,1500.047729,27.27359507,48887.33333,84630.31498,146610,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,13.63679753,13.63679753,29,81,49.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,62.25,29.0,81.0,40,0,0,0,0,0,0,2,58,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
26918,80,36440,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54.88474204,36440.0,0.0,36440,36440,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27.44237102,27.44237102,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,32832,345,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26919,22,13435979,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,353.7516693,3.944632542,258384.2115,698658.0881,2547437,20,11300000,563540.05,993233.8511,2601670,438,13400000,433416.3548,866900.4839,2547437,20,0,0,0,0,680,1032,1.562967611,2.381664931,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,2
26920,21,9316517,9,15,117,188,29,0,13.0,11.0,34,0,12.53333333,14.54975045,32.73755632,2.576070006,405065.9565,1057213.544,3431097,1,5843397,730424.625,1352727.833,3055536,253,9316388,665456.2857,1305718.52,3431097,1,0,0,0,0,296,488,0.966026252,1.610043753,0,34,12.2,13.0511813,170.3333333,0,0,0,1,0,0,0,0,1,12.70833333,13.0,12.53333333,296,0,0,0,0,0,0,9,117,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,1
26921,53,173,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,1676300.578,23121.38728,57.66666667,93.82075108,166,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11560.69364,11560.69364,47,98,67.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,64,0,0,0,0,0,0,2,94,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
26922,443,5110734,9,4,370,3378,213,0,41.11111111,76.64438082,1867,0,844.5,960.4111967,733.3584569,2.543665939,425894.5,1347293.058,4696619,39,5110734,638841.75,1642249.296,4696619,48,376354,125451.3333,171509.3221,320931,212,0,0,0,0,200,92,1.760999496,0.782666443,0,1867,267.7142857,599.9168441,359900.2198,0,0,0,1,0,0,0,0,0,288.3076923,41.11111111,844.5,200,0,0,0,0,0,0,9,370,4,3378,29200,60,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
